user_id,recency_days,sessions_7d,watch_minutes_7d,avg_watch_ratio_7d,avg_completion_rate_7d,sessions_14d,watch_minutes_14d,avg_watch_ratio_14d,avg_completion_rate_14d,sessions_30d,watch_minutes_30d,avg_watch_ratio_30d,avg_completion_rate_30d,dow_entropy_30d,weekend_share_30d,gap_mean_days_30d,gap_std_days_30d,genre_share_Action,genre_share_Adventure,genre_share_Animation,genre_share_Biography,genre_share_Comedy,genre_share_Fantasy,genre_share_History,genre_share_Sci-Fi,genre_share_War,genre_share_Western,genre_share_other,device_share_Desktop,device_share_Laptop,device_share_Mobile,device_share_Smart TV,device_share_Tablet,device_share_sum_top,sessions_in_horizon,churn,horizon_days,cutoff_date,feature_window_days
user_05487,2,1.0,95.1,0.8269565217391304,0.482,1.0,95.1,0.8269565217391304,0.482,2,112.1,0.4849068322981366,0.586,0.6931471805599453,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1,14,2025-12-17,30
user_08011,6,1.0,42.0,0.3925233644859813,0.387,2.0,66.5,0.3279821123505175,0.6335,2,66.5,0.3279821123505175,0.6335,-0.0,0.0,7.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09348,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,93.9,1.3878779840848807,0.24449999999999994,0.6931471805599453,0.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1,14,2025-12-17,30
user_05302,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.4,0.6864864864864865,0.075,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05349,2,1.0,39.7,0.4178947368421053,0.953,1.0,39.7,0.4178947368421053,0.953,3,151.70000000000002,0.47317681914778104,0.9199999999999999,0.6365141682948128,0.3333333333333333,10.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,1,14,2025-12-17,30
user_03487,8,0.0,0.0,0.0,0.0,1.0,55.1,0.4206106870229008,0.2769999999999999,1,55.1,0.4206106870229008,0.2769999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06820,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,77.6,0.5575843663911846,0.5215000000000001,0.6931471805599453,0.5,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07027,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49.3,1.0717391304347823,0.975,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_00010,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.8,0.2969072164948453,0.62,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08416,9,0.0,0.0,0.0,0.0,1.0,40.4,0.3423728813559322,0.0,1,40.4,0.3423728813559322,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04159,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32.199999999999996,0.1922863247863247,0.17149999999999999,-0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_00250,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.5,0.1699029126213592,0.386,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_01078,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,228.0,2.350515463917526,0.23,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06255,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.425,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06982,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,85.7,0.5297619047619048,0.451,0.6931471805599453,0.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_05751,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,90.5,1.2746478873239435,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_00126,1,1.0,66.7,0.93943661971831,0.303,1.0,66.7,0.93943661971831,0.303,2,88.5,0.5735278336686789,0.5665,0.6931471805599453,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06169,8,0.0,0.0,0.0,0.0,1.0,43.1,0.4788888888888889,0.8490000000000001,1,43.1,0.4788888888888889,0.8490000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02740,1,1.0,125.5,0.7795031055900621,0.933,1.0,125.5,0.7795031055900621,0.933,1,125.5,0.7795031055900621,0.933,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06470,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.9,0.5648648648648649,0.324,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01203,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.1,0.3226415094339623,0.7510000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_07197,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.3,0.2389312977099236,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,14,2025-12-17,30
user_06515,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.354,1,0.0,0.0,0.354,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_03508,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.4,0.7902439024390243,0.946,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06705,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.6,0.2243243243243243,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_00952,1,1.0,86.9,0.924468085106383,0.551,1.0,86.9,0.924468085106383,0.551,2,166.10000000000002,1.0279483282674773,0.33149999999999996,-0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1,14,2025-12-17,30
user_04426,11,0.0,0.0,0.0,0.0,1.0,33.0,0.4177215189873418,0.0,1,33.0,0.4177215189873418,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_04567,8,0.0,0.0,0.0,0.0,1.0,29.4,0.5764705882352941,0.187,2,38.9,0.3524244833068362,0.187,0.6931471805599453,0.5,16.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1,14,2025-12-17,30
user_02574,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49.3,0.948076923076923,0.519,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04034,5,1.0,118.0,1.0260869565217392,0.374,3.0,295.2,1.5086475521258131,0.42533333333333334,4,328.4,1.2000807054166738,0.33525,1.3862943611198906,0.0,7.666666666666667,8.055363982396381,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1,14,2025-12-17,30
user_05491,0,1.0,169.3,2.730645161290323,0.8109999999999999,2.0,325.6,2.730645161290323,0.528,2,325.6,2.730645161290323,0.528,0.6931471805599453,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07480,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,68.1,0.4762237762237762,0.174,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_09131,6,1.0,52.9,0.4681415929203539,0.49,1.0,52.9,0.4681415929203539,0.49,1,52.9,0.4681415929203539,0.49,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08593,5,1.0,92.7,0.2792168674698795,0.0,1.0,92.7,0.2792168674698795,0.0,1,92.7,0.2792168674698795,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_00391,0,1.0,69.7,0.4677852348993289,0.8909999999999999,1.0,69.7,0.4677852348993289,0.8909999999999999,1,69.7,0.4677852348993289,0.8909999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01501,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.1,1.2559322033898304,0.981,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09375,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,84.9,0.8490000000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02984,10,0.0,0.0,0.0,0.0,1.0,21.9,0.2147058823529411,0.812,1,21.9,0.2147058823529411,0.812,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07512,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.9,0.85,0.725,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07487,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,142.7,2.9122448979591833,0.2339999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07288,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.2,0.3317647058823529,0.632,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05017,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02065,13,0.0,0.0,0.0,0.0,1.0,57.9,0.8907692307692308,0.42,2,61.199999999999996,0.4589092055485498,0.47450000000000003,0.6931471805599453,0.0,8.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05044,9,0.0,0.0,0.0,0.0,1.0,30.7,0.2951923076923077,0.8959999999999999,1,30.7,0.2951923076923077,0.8959999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02845,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,89.7,0.8462264150943396,0.867,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09760,3,2.0,39.7,0.3336134453781513,0.5559999999999999,2.0,39.7,0.3336134453781513,0.5559999999999999,2,39.7,0.3336134453781513,0.5559999999999999,0.6931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_00779,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52.9,0.7450704225352113,0.6829999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08947,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73.1,0.6247863247863248,0.957,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_07905,5,1.0,25.2,0.2082644628099173,0.476,1.0,25.2,0.2082644628099173,0.476,2,25.2,0.2082644628099173,0.261,0.6931471805599453,0.5,13.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_03193,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.0,2.9038461538461537,0.243,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02204,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39.7,0.3780952380952381,0.09,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05209,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.7,0.732258064516129,0.083,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_07233,7,0.0,0.0,0.0,0.0,2.0,59.5,0.5289018901890189,0.5265,2,59.5,0.5289018901890189,0.5265,0.6931471805599453,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01101,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_07427,2,1.0,37.2,0.58125,0.982,2.0,59.800000000000004,0.36448120915032683,0.6245,2,59.800000000000004,0.36448120915032683,0.6245,0.6931471805599453,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07124,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29.8,0.5137931034482759,0.94,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_08735,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,82.4,0.8408163265306123,0.73,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_06526,11,0.0,0.0,0.0,0.0,1.0,113.1,1.74,0.131,1,113.1,1.74,0.131,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
