user_id,recency_days,sessions_7d,watch_minutes_7d,avg_watch_ratio_7d,avg_completion_rate_7d,sessions_14d,watch_minutes_14d,avg_watch_ratio_14d,avg_completion_rate_14d,sessions_30d,watch_minutes_30d,avg_watch_ratio_30d,avg_completion_rate_30d,dow_entropy_30d,weekend_share_30d,gap_mean_days_30d,gap_std_days_30d,genre_share_Action,genre_share_Adventure,genre_share_Animation,genre_share_Biography,genre_share_Comedy,genre_share_Fantasy,genre_share_History,genre_share_Romance,genre_share_Sci-Fi,genre_share_War,genre_share_other,device_share_Desktop,device_share_Laptop,device_share_Mobile,device_share_Smart TV,device_share_Tablet,device_share_sum_top,sessions_in_horizon,churn,horizon_days,cutoff_date,feature_window_days
user_07527,8,0.0,0.0,0.0,0.0,1.0,11.0,0.2972972972972973,0.8,2,110.6,1.0882712901580824,0.467,0.6931471805599453,0.5,18.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0,30,2025-12-01,30
user_06695,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.2,1.4857142857142858,0.74,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,30,2025-12-01,30
user_04556,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,118.2,1.97,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_00854,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.772,2,84.2,0.6427480916030535,0.5105,0.6931471805599453,0.0,12.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1,30,2025-12-01,30
user_04147,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.938,1,0.0,0.0,0.938,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_05223,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,164.0,1.3553719008264462,0.597,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_06967,0,1.0,69.1,0.7764044943820224,0.62,1.0,69.1,0.7764044943820224,0.62,1,69.1,0.7764044943820224,0.62,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_01694,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,71.8,1.2596491228070177,0.732,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_09562,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.0,0.0364464692482915,0.313,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_03344,8,0.0,0.0,0.0,0.0,1.0,45.5,2.5277777777777777,0.241,3,130.1,1.38009768009768,0.6393333333333333,1.0986122886681096,0.3333333333333333,9.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,1,30,2025-12-01,30
user_09436,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,134.6,1.2180453180453181,0.18349999999999994,0.6931471805599453,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0,30,2025-12-01,30
user_09950,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52.7,0.4355371900826446,0.575,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_08788,3,1.0,52.1,0.8140625,0.2019999999999999,1.0,52.1,0.8140625,0.2019999999999999,3,191.3,0.6641373804087846,0.6183333333333333,1.0986122886681096,0.3333333333333333,13.0,11.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0,30,2025-12-01,30
user_07401,10,0.0,0.0,0.0,0.0,1.0,13.0,0.3421052631578947,0.432,1,13.0,0.3421052631578947,0.432,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_05487,4,1.0,17.0,0.1428571428571428,0.69,1.0,17.0,0.1428571428571428,0.69,1,17.0,0.1428571428571428,0.69,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_01168,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.1,0.91,0.2689999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_09348,0,1.0,24.2,0.3723076923076923,0.4429999999999999,2.0,93.9,1.3878779840848807,0.24449999999999994,2,93.9,1.3878779840848807,0.24449999999999994,0.6931471805599453,0.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1,30,2025-12-01,30
user_05302,4,1.0,25.4,0.6864864864864865,0.075,1.0,25.4,0.6864864864864865,0.075,2,95.1,0.7025215937587072,0.245,-0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1,30,2025-12-01,30
user_06820,8,0.0,0.0,0.0,0.0,2.0,77.6,0.5575843663911846,0.5215000000000001,2,77.6,0.5575843663911846,0.5215000000000001,0.6931471805599453,0.5,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07027,6,1.0,49.3,1.0717391304347823,0.975,1.0,49.3,1.0717391304347823,0.975,2,66.19999999999999,0.6583333333333332,0.7035,0.6931471805599453,0.0,11.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_00010,13,0.0,0.0,0.0,0.0,1.0,28.8,0.2969072164948453,0.62,1,28.8,0.2969072164948453,0.62,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_08990,3,1.0,0.0,0.0,0.236,2.0,0.0,0.0,0.443,3,29.6,0.311578947368421,0.5773333333333334,0.6365141682948128,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_04159,1,1.0,28.9,0.321111111111111,0.037,2.0,32.199999999999996,0.1922863247863247,0.17149999999999999,2,32.199999999999996,0.1922863247863247,0.17149999999999999,-0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_05998,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27.5,0.2894736842105263,0.012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,30,2025-12-01,30
user_00250,0,1.0,17.5,0.1699029126213592,0.386,1.0,17.5,0.1699029126213592,0.386,1,17.5,0.1699029126213592,0.386,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,30,2025-12-01,30
user_01078,7,0.0,0.0,0.0,0.0,1.0,228.0,2.350515463917526,0.23,1,228.0,2.350515463917526,0.23,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_06255,2,1.0,0.0,0.0,0.425,1.0,0.0,0.0,0.425,1,0.0,0.0,0.425,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_01532,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,155.9,1.1215827338129496,0.524,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,30,2025-12-01,30
user_05751,5,1.0,90.5,1.2746478873239435,0.0,1.0,90.5,1.2746478873239435,0.0,2,159.2,1.0321515298688684,0.8079999999999999,0.6931471805599453,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07562,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.125,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_06470,7,0.0,0.0,0.0,0.0,1.0,20.9,0.5648648648648649,0.324,1,20.9,0.5648648648648649,0.324,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_06284,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,199.39999999999998,1.0564564564564565,0.13299999999999995,-0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_01203,0,2.0,17.1,0.3226415094339623,0.7510000000000001,2.0,17.1,0.3226415094339623,0.7510000000000001,3,74.2,0.7211246762856086,0.6916666666666668,0.6365141682948128,0.0,27.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,1.0,0,30,2025-12-01,30
user_00420,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.6,0.0816901408450704,0.7240000000000001,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_06025,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,84.9,0.0,0.134,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07197,0,1.0,31.3,0.2389312977099236,0.0,1.0,31.3,0.2389312977099236,0.0,2,60.1,0.21809578584126316,0.379,0.6931471805599453,0.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0,30,2025-12-01,30
user_03508,13,0.0,0.0,0.0,0.0,1.0,32.4,0.7902439024390243,0.946,1,32.4,0.7902439024390243,0.946,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_06705,4,1.0,16.6,0.2243243243243243,0.0,1.0,16.6,0.2243243243243243,0.0,1,16.6,0.2243243243243243,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_00952,6,1.0,79.2,1.1314285714285717,0.1119999999999999,1.0,79.2,1.1314285714285717,0.1119999999999999,2,79.2,1.1314285714285717,0.1119999999999999,0.6931471805599453,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,30,2025-12-01,30
user_06017,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30.0,0.2459016393442623,0.584,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07777,10,0.0,0.0,0.0,0.0,1.0,41.9,1.0743589743589743,0.256,2,92.19999999999999,1.1659294871794872,0.464,0.6931471805599453,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0,30,2025-12-01,30
user_02574,2,1.0,49.3,0.948076923076923,0.519,1.0,49.3,0.948076923076923,0.519,1,49.3,0.948076923076923,0.519,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07480,10,0.0,0.0,0.0,0.0,1.0,68.1,0.4762237762237762,0.174,2,80.6,0.28976478067387157,0.09799999999999999,0.6931471805599453,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_01640,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,58.3,0.45601092896174855,0.6875,0.6931471805599453,0.5,11.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_08364,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,59.2,0.8932498639085465,0.532,0.6931471805599453,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1,30,2025-12-01,30
user_01501,7,0.0,0.0,0.0,0.0,1.0,74.1,1.2559322033898304,0.981,1,74.1,1.2559322033898304,0.981,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_09375,13,0.0,0.0,0.0,0.0,1.0,84.9,0.8490000000000001,0.0,1,84.9,0.8490000000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_09455,8,0.0,0.0,0.0,0.0,1.0,92.2,0.2532967032967033,0.954,2,142.5,0.5458150183150183,0.7284999999999999,0.6931471805599453,0.5,19.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1,30,2025-12-01,30
user_07512,6,1.0,45.9,0.85,0.725,1.0,45.9,0.85,0.725,1,45.9,0.85,0.725,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_00807,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,213.7,0.8223881932021468,0.2865,0.6931471805599453,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,30,2025-12-01,30
user_07487,12,0.0,0.0,0.0,0.0,1.0,142.7,2.9122448979591833,0.2339999999999999,1,142.7,2.9122448979591833,0.2339999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07288,13,0.0,0.0,0.0,0.0,1.0,28.2,0.3317647058823529,0.632,1,28.2,0.3317647058823529,0.632,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_02140,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,134.8,0.9176702085792996,0.565,0.6931471805599453,0.5,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0,30,2025-12-01,30
user_00557,11,0.0,0.0,0.0,0.0,1.0,31.9,0.3127450980392157,0.738,2,31.9,0.3127450980392157,0.7925,0.6931471805599453,0.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_02065,5,1.0,3.3,0.0270491803278688,0.529,1.0,3.3,0.0270491803278688,0.529,1,3.3,0.0270491803278688,0.529,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_02845,11,0.0,0.0,0.0,0.0,1.0,89.7,0.8462264150943396,0.867,1,89.7,0.8462264150943396,0.867,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_06447,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58.8,0.9966101694915254,0.449,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_08783,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,71.7,0.7913916146297948,0.22349999999999998,0.6931471805599453,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1,30,2025-12-01,30
user_00779,3,1.0,52.9,0.7450704225352113,0.6829999999999999,1.0,52.9,0.7450704225352113,0.6829999999999999,1,52.9,0.7450704225352113,0.6829999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_08947,9,0.0,0.0,0.0,0.0,1.0,73.1,0.6247863247863248,0.957,1,73.1,0.6247863247863248,0.957,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,30,2025-12-01,30
user_01713,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,68.1,0.5973684210526315,0.368,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_07905,2,1.0,0.0,0.0,0.046,1.0,0.0,0.0,0.046,2,76.4,1.0611111111111111,0.19849999999999998,0.6931471805599453,1.0,20.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0,30,2025-12-01,30
user_03193,6,1.0,151.0,2.9038461538461537,0.243,1.0,151.0,2.9038461538461537,0.243,1,151.0,2.9038461538461537,0.243,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_02204,4,1.0,39.7,0.3780952380952381,0.09,1.0,39.7,0.3780952380952381,0.09,2,178.8,1.1970186335403727,0.20600000000000002,0.6931471805599453,0.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_05209,13,0.0,0.0,0.0,0.0,1.0,22.7,0.732258064516129,0.083,1,22.7,0.732258064516129,0.083,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,30,2025-12-01,30
user_05700,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,79.5,0.49892522146951535,0.5655,-0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1,30,2025-12-01,30
user_01101,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.747,1,0.0,0.0,0.747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,30,2025-12-01,30
user_04359,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,133.1,0.6310144927536232,0.2615,0.6931471805599453,0.0,13.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1,30,2025-12-01,30
