user_id,sessions_30d,watch_minutes_30d,avg_watch_ratio_30d,median_watch_ratio_30d,avg_completion_rate_30d,unique_title_30d,unique_genre_30d,last_watch_in_feat,recency_days,genre_entropy_30d,sessions_in_horizon,churn
user_00085,2,38.1,0.42508741258741256,0.42508741258741256,0.508,2,2,2025-12-12,5,0.6931471805599453,1.0,0
user_00087,2,110.6,0.7642016806722689,0.7642016806722689,0.8054999999999999,2,2,2025-12-09,8,0.6931471805599453,0.0,1
user_00097,1,83.1,2.596875,2.596875,0.0,1,1,2025-12-17,0,-0.0,1.0,0
user_00099,1,58.3,0.4350746268656716,0.4350746268656716,0.7959999999999999,1,1,2025-12-06,11,-0.0,0.0,1
user_00103,1,71.1,0.9115384615384616,0.9115384615384616,0.815,1,1,2025-12-13,4,-0.0,0.0,1
user_00105,1,97.3,0.0,0.0,0.7929999999999999,1,1,2025-12-09,8,-0.0,1.0,0
user_00107,1,58.2,0.6613636363636364,0.6613636363636364,0.0,1,1,2025-12-05,12,-0.0,1.0,0
user_00108,1,27.3,0.2313559322033898,0.2313559322033898,0.552,1,1,2025-12-12,5,-0.0,1.0,0
user_00109,1,28.6,0.2888888888888889,0.2888888888888889,0.0,1,1,2025-11-27,20,-0.0,0.0,1
user_00117,1,54.5,1.211111111111111,1.211111111111111,0.135,1,1,2025-11-18,29,-0.0,0.0,1
user_00118,1,54.2,0.846875,0.846875,0.728,1,1,2025-11-19,28,-0.0,0.0,1
user_00119,1,75.3,0.8184782608695652,0.8184782608695652,0.78,1,1,2025-11-30,17,-0.0,0.0,1
user_00120,1,154.7,2.9188679245283016,2.9188679245283016,0.265,1,1,2025-12-15,2,-0.0,0.0,1
user_00126,2,88.5,0.5735278336686789,0.5735278336686789,0.5665,2,2,2025-12-16,1,0.6931471805599453,0.0,1
user_00127,1,81.6,1.431578947368421,1.431578947368421,0.68,1,1,2025-12-17,0,-0.0,0.0,1
user_00130,1,104.7,1.0575757575757576,1.0575757575757576,0.299,1,1,2025-12-04,13,-0.0,2.0,0
user_00135,1,233.8,0.0,0.0,0.307,1,1,2025-12-05,12,-0.0,0.0,1
user_00136,2,46.5,1.1625,1.1625,0.651,2,2,2025-12-16,1,0.6931471805599453,0.0,1
user_00137,1,34.0,0.68,0.68,0.4529999999999999,1,1,2025-11-29,18,-0.0,0.0,1
user_00143,2,63.5,0.0,0.0,0.4415,2,2,2025-12-04,13,0.6931471805599453,0.0,1
user_00147,1,80.7,1.5823529411764707,1.5823529411764707,0.578,1,1,2025-11-20,27,-0.0,0.0,1
user_00150,1,65.1,1.4466666666666663,1.4466666666666663,0.079,1,1,2025-12-12,5,-0.0,0.0,1
user_00151,1,78.2,0.7979591836734694,0.7979591836734694,0.462,1,1,2025-12-07,10,-0.0,1.0,0
user_00153,1,0.0,0.0,0.0,0.764,1,1,2025-11-28,19,-0.0,0.0,1
user_00154,1,179.2,2.1082352941176468,2.1082352941176468,0.172,1,1,2025-12-16,1,-0.0,0.0,1
user_00155,1,91.6,1.3275362318840578,1.3275362318840578,0.312,1,1,2025-12-16,1,-0.0,1.0,0
user_00160,1,56.8,0.7473684210526316,0.7473684210526316,0.809,1,1,2025-11-22,25,-0.0,0.0,1
user_00161,2,226.39999999999998,0.0370307167235494,0.0370307167235494,0.6675,2,2,2025-12-02,15,0.6931471805599453,0.0,1
user_00162,1,19.0,0.3454545454545454,0.3454545454545454,0.996,1,1,2025-12-17,0,-0.0,0.0,1
user_00163,1,39.6,0.5076923076923077,0.5076923076923077,0.013,1,1,2025-11-22,25,-0.0,0.0,1
user_00167,1,0.0,0.0,0.0,0.0,1,1,2025-11-25,22,-0.0,1.0,0
user_00168,1,52.5,0.330188679245283,0.330188679245283,0.044,1,1,2025-12-10,7,-0.0,0.0,1
user_00169,1,72.8,2.022222222222222,2.022222222222222,0.0,1,1,2025-11-29,18,-0.0,0.0,1
user_00171,1,27.4,0.2914893617021276,0.2914893617021276,0.418,1,1,2025-11-19,28,-0.0,0.0,1
user_00176,1,26.4,0.2181818181818181,0.2181818181818181,0.924,1,1,2025-11-18,29,-0.0,0.0,1
user_00177,1,18.2,0.1197368421052631,0.1197368421052631,0.252,1,1,2025-12-09,8,-0.0,0.0,1
user_00180,4,228.8,0.7788900773407931,0.7899999999999999,0.42925,4,4,2025-12-12,5,1.3862943611198906,0.0,1
user_00185,1,73.6,2.0444444444444443,2.0444444444444443,0.315,1,1,2025-12-13,4,-0.0,0.0,1
user_00187,1,120.9,0.9672,0.9672,0.246,1,1,2025-12-06,11,-0.0,0.0,1
user_00191,1,7.7,0.0885057471264367,0.0885057471264367,0.862,1,1,2025-11-24,23,-0.0,0.0,1
user_00192,1,43.5,0.4677419354838709,0.4677419354838709,0.58,1,1,2025-12-02,15,-0.0,0.0,1
user_00198,1,0.0,0.0,0.0,0.315,1,1,2025-12-17,0,-0.0,0.0,1
user_00199,2,48.099999999999994,0.35194726166328594,0.35194726166328594,0.34600000000000003,2,2,2025-12-06,11,0.6931471805599453,0.0,1
user_00207,1,37.3,0.3586538461538461,0.3586538461538461,0.7759999999999999,1,1,2025-11-19,28,-0.0,0.0,1
user_00211,1,88.6,0.9736263736263736,0.9736263736263736,0.6,1,1,2025-12-17,0,-0.0,0.0,1
user_00214,1,47.7,0.4076923076923077,0.4076923076923077,0.493,1,1,2025-12-10,7,-0.0,0.0,1
user_00215,1,38.4,0.421978021978022,0.421978021978022,0.716,1,1,2025-11-30,17,-0.0,1.0,0
user_00221,1,166.7,1.7924731182795697,1.7924731182795697,0.146,1,1,2025-11-24,23,-0.0,2.0,0
user_00222,1,57.7,0.7904109589041096,0.7904109589041096,0.412,1,1,2025-12-10,7,-0.0,1.0,0
user_00224,1,27.0,1.0,1.0,0.931,1,1,2025-12-04,13,-0.0,0.0,1
user_00227,1,87.2,0.6318840579710145,0.6318840579710145,0.249,1,1,2025-12-14,3,-0.0,0.0,1
user_00234,1,18.8,0.4272727272727273,0.4272727272727273,0.713,1,1,2025-12-01,16,-0.0,0.0,1
user_00235,3,173.5,0.6768179883122412,0.7037037037037037,0.1385,3,3,2025-12-14,3,1.0986122886681096,0.0,1
user_00237,1,60.1,0.613265306122449,0.613265306122449,0.5579999999999999,1,1,2025-11-28,19,-0.0,0.0,1
user_00240,1,17.0,0.2179487179487179,0.2179487179487179,0.3429999999999999,1,1,2025-11-21,26,-0.0,0.0,1
user_00243,1,58.1,2.075,2.075,0.638,1,1,2025-11-29,18,-0.0,1.0,0
user_00245,1,0.0,0.0,0.0,0.237,1,1,2025-12-15,2,-0.0,0.0,1
user_00246,1,103.4,1.5205882352941178,1.5205882352941178,0.17,1,1,2025-12-11,6,-0.0,1.0,0
user_00250,1,17.5,0.1699029126213592,0.1699029126213592,0.386,1,1,2025-12-01,16,-0.0,0.0,1
user_00252,1,0.0,0.0,0.0,0.762,1,1,2025-11-22,25,-0.0,0.0,1
user_00256,1,0.0,0.0,0.0,0.728,1,1,2025-12-02,15,-0.0,0.0,1
user_00257,2,490.0,0.0833333333333333,0.0833333333333333,0.5319999999999999,2,2,2025-12-06,11,0.6931471805599453,1.0,0
user_00259,2,161.5,1.5508371119637252,1.5508371119637252,0.218,2,2,2025-12-08,9,0.6931471805599453,0.0,1
user_00260,1,69.7,0.6453703703703704,0.6453703703703704,0.081,1,1,2025-12-03,14,-0.0,0.0,1
user_00262,4,190.9,0.5945724713242961,0.5945724713242961,0.75275,4,4,2025-12-12,5,1.3862943611198906,1.0,0
user_00273,1,57.9,1.2866666666666666,1.2866666666666666,0.384,1,1,2025-12-16,1,-0.0,0.0,1
user_00281,1,69.3,0.9625,0.9625,0.397,1,1,2025-12-07,10,-0.0,0.0,1
user_00284,1,14.4,0.1297297297297297,0.1297297297297297,0.021,1,1,2025-12-12,5,-0.0,0.0,1
user_00286,1,27.4,0.3971014492753623,0.3971014492753623,0.0,1,1,2025-12-04,13,-0.0,0.0,1
user_00289,1,0.0,0.0,0.0,0.098,1,1,2025-11-19,28,-0.0,1.0,0
user_00293,1,44.6,0.1277936962750716,0.1277936962750716,0.25,1,1,2025-11-26,21,-0.0,1.0,0
user_00299,1,38.7,0.2931818181818182,0.2931818181818182,0.583,1,1,2025-11-19,28,-0.0,0.0,1
user_00304,1,0.0,0.0,0.0,0.557,1,1,2025-11-21,26,-0.0,0.0,1
user_00306,1,56.2,1.8733333333333335,1.8733333333333335,0.78,1,1,2025-11-30,17,-0.0,0.0,1
user_00310,1,7.5,0.0619834710743801,0.0619834710743801,0.4539999999999999,1,1,2025-11-18,29,-0.0,0.0,1
user_00311,1,0.0,0.0,0.0,0.931,1,1,2025-11-21,26,-0.0,0.0,1
user_00315,1,98.5,0.985,0.985,0.606,1,1,2025-11-28,19,-0.0,0.0,1
user_00326,1,43.7,0.95,0.95,0.45,1,1,2025-12-05,12,-0.0,1.0,0
user_00327,1,9.3,0.1081395348837209,0.1081395348837209,0.604,1,1,2025-12-15,2,-0.0,1.0,0
user_00328,1,35.2,1.4666666666666668,1.4666666666666668,0.134,1,1,2025-11-18,29,-0.0,0.0,1
user_00329,1,74.6,0.7535353535353535,0.7535353535353535,0.315,1,1,2025-11-21,26,-0.0,0.0,1
user_00330,1,79.0,0.5448275862068965,0.5448275862068965,0.0,1,1,2025-12-17,0,-0.0,0.0,1
user_00335,1,101.1,0.8355371900826446,0.8355371900826446,0.287,1,1,2025-11-24,23,-0.0,0.0,1
user_00337,1,29.1,0.4770491803278688,0.4770491803278688,0.95,1,1,2025-12-02,15,-0.0,0.0,1
user_00341,1,27.2,0.0,0.0,0.5489999999999999,1,1,2025-11-25,22,-0.0,0.0,1
user_00342,1,3.0,0.0188679245283018,0.0188679245283018,0.255,1,1,2025-12-12,5,-0.0,0.0,1
user_00345,1,84.7,1.7645833333333334,1.7645833333333334,0.831,1,1,2025-12-15,2,-0.0,1.0,0
user_00346,2,59.8,1.758823529411765,1.758823529411765,0.2575,2,2,2025-11-30,17,0.6931471805599453,0.0,1
user_00349,1,43.3,0.4977011494252873,0.4977011494252873,0.595,1,1,2025-12-16,1,-0.0,1.0,0
user_00358,1,115.1,0.0,0.0,0.509,1,1,2025-12-07,10,-0.0,0.0,1
user_00364,1,59.5,1.3837209302325582,1.3837209302325582,0.519,1,1,2025-12-09,8,-0.0,0.0,1
user_00369,3,8.5,0.1,0.1,0.4703333333333333,3,3,2025-12-16,1,1.0986122886681096,0.0,1
user_00376,1,20.8,0.8666666666666667,0.8666666666666667,0.758,1,1,2025-11-21,26,-0.0,0.0,1
user_00379,1,27.5,0.2235772357723577,0.2235772357723577,0.465,1,1,2025-12-09,8,-0.0,1.0,0
user_00383,2,139.6,0.6263529411764706,0.6263529411764706,0.7979999999999999,2,2,2025-12-02,15,0.6931471805599453,0.0,1
user_00384,1,31.4,0.3694117647058823,0.3694117647058823,0.691,1,1,2025-12-06,11,-0.0,0.0,1
user_00389,1,51.1,1.246341463414634,1.246341463414634,0.211,1,1,2025-12-13,4,-0.0,0.0,1
user_00390,1,6.7,0.1175438596491228,0.1175438596491228,0.389,1,1,2025-12-12,5,-0.0,1.0,0
user_00391,1,69.7,0.4677852348993289,0.4677852348993289,0.8909999999999999,1,1,2025-12-17,0,-0.0,0.0,1
user_00396,1,23.5,0.6911764705882353,0.6911764705882353,0.89,1,1,2025-12-03,14,-0.0,0.0,1
user_00398,1,35.1,0.3475247524752475,0.3475247524752475,0.161,1,1,2025-12-08,9,-0.0,0.0,1
user_00401,1,195.4,1.5147286821705426,1.5147286821705426,0.713,1,1,2025-12-10,7,-0.0,0.0,1
user_00403,2,89.30000000000001,0.7086057304277644,0.7086057304277644,0.089,2,2,2025-12-14,3,0.6931471805599453,0.0,1
user_00405,1,47.3,0.9854166666666666,0.9854166666666666,0.102,1,1,2025-12-10,7,-0.0,0.0,1
user_00407,1,33.4,0.295575221238938,0.295575221238938,0.0969999999999999,1,1,2025-11-29,18,-0.0,0.0,1
user_00408,1,31.5,0.0601145038167938,0.0601145038167938,0.941,1,1,2025-11-23,24,-0.0,1.0,0
user_00409,1,20.4,0.1854545454545454,0.1854545454545454,0.903,1,1,2025-12-10,7,-0.0,0.0,1
user_00414,1,45.8,0.3469696969696969,0.3469696969696969,0.0,1,1,2025-11-24,23,-0.0,0.0,1
user_00415,1,115.7,1.8078125,1.8078125,0.218,1,1,2025-12-14,3,-0.0,0.0,1
user_00418,1,32.3,0.4614285714285714,0.4614285714285714,0.894,1,1,2025-12-07,10,-0.0,0.0,1
user_00430,1,52.5,1.05,1.05,0.932,1,1,2025-12-03,14,-0.0,1.0,0
user_00433,1,151.8,0.4544910179640719,0.4544910179640719,0.1689999999999999,1,1,2025-12-11,6,-0.0,0.0,1
user_00441,2,20.0,0.303030303030303,0.303030303030303,0.778,2,2,2025-12-08,9,0.6931471805599453,0.0,1
user_00442,1,18.3,0.0551204819277108,0.0551204819277108,0.535,1,1,2025-12-05,12,-0.0,0.0,1
user_00444,3,168.3,0.7975783840106091,0.7945652173913043,0.5436666666666666,3,2,2025-11-30,17,0.6365141682948128,0.0,1
user_00449,2,75.9,0.3312553925798102,0.3312553925798102,0.716,2,2,2025-12-14,3,0.6931471805599453,0.0,1
user_00451,1,51.0,1.275,1.275,0.736,1,1,2025-11-19,28,-0.0,1.0,0
user_00452,1,19.8,0.1434782608695652,0.1434782608695652,0.858,1,1,2025-11-28,19,-0.0,0.0,1
user_00456,1,0.0,0.0,0.0,0.726,1,1,2025-12-17,0,-0.0,0.0,1
user_00457,2,113.2,0.5802097635392829,0.5802097635392829,0.33449999999999996,2,2,2025-12-17,0,0.6931471805599453,1.0,0
user_00464,1,68.5,0.0,0.0,0.2689999999999999,1,1,2025-11-21,26,-0.0,0.0,1
user_00468,1,128.6,2.074193548387097,2.074193548387097,0.8440000000000001,1,1,2025-12-06,11,-0.0,0.0,1
user_00469,1,40.3,0.407070707070707,0.407070707070707,0.052,1,1,2025-11-18,29,-0.0,0.0,1
user_00474,1,0.0,0.0,0.0,0.991,1,1,2025-12-07,10,-0.0,0.0,1
user_00475,1,40.1,0.2948529411764706,0.2948529411764706,0.364,1,1,2025-11-18,29,-0.0,0.0,1
user_00476,2,201.5,1.0742857142857145,1.0742857142857145,0.649,2,2,2025-12-13,4,0.6931471805599453,0.0,1
user_00478,1,29.4,1.2782608695652171,1.2782608695652171,0.214,1,1,2025-12-08,9,-0.0,0.0,1
user_00479,1,70.6,0.5348484848484848,0.5348484848484848,0.522,1,1,2025-12-13,4,-0.0,0.0,1
user_00488,1,50.6,0.3748148148148148,0.3748148148148148,0.29,1,1,2025-12-10,7,-0.0,0.0,1
user_00489,2,156.0,0.1744444444444444,0.1744444444444444,0.309,2,1,2025-12-03,14,-0.0,0.0,1
user_00491,1,35.0,0.5645161290322581,0.5645161290322581,0.381,1,1,2025-12-08,9,-0.0,0.0,1
user_00493,1,78.5,0.8722222222222222,0.8722222222222222,0.607,1,1,2025-12-10,7,-0.0,1.0,0
user_00495,1,102.2,1.4,1.4,0.225,1,1,2025-12-03,14,-0.0,1.0,0
user_00496,1,49.9,0.6743243243243243,0.6743243243243243,0.843,1,1,2025-11-20,27,-0.0,0.0,1
user_00497,2,139.60000000000002,1.3608220211161388,1.3608220211161388,0.448,2,2,2025-12-15,2,0.6931471805599453,0.0,1
user_00498,1,80.1,1.7799999999999998,1.7799999999999998,0.521,1,1,2025-11-18,29,-0.0,0.0,1
user_00501,2,143.9,1.1307291666666666,1.1307291666666666,0.5670000000000001,2,2,2025-12-17,0,0.6931471805599453,0.0,1
user_00509,1,62.1,1.5525,1.5525,0.998,1,1,2025-11-23,24,-0.0,0.0,1
user_00513,1,84.8,2.3555555555555556,2.3555555555555556,0.738,1,1,2025-12-09,8,-0.0,1.0,0
user_00514,1,17.1,0.4170731707317073,0.4170731707317073,0.536,1,1,2025-12-06,11,-0.0,0.0,1
user_00515,1,110.5,0.9608695652173912,0.9608695652173912,0.943,1,1,2025-12-13,4,-0.0,0.0,1
user_00516,1,104.3,2.3177777777777777,2.3177777777777777,0.215,1,1,2025-12-02,15,-0.0,0.0,1
user_00519,1,95.0,1.637931034482759,1.637931034482759,0.29,1,1,2025-12-05,12,-0.0,0.0,1
user_00520,1,0.0,0.0,0.0,0.957,1,1,2025-12-03,14,-0.0,0.0,1
user_00523,1,30.2,0.6291666666666667,0.6291666666666667,0.552,1,1,2025-12-08,9,-0.0,0.0,1
user_00524,1,0.0,0.0,0.0,0.942,1,1,2025-12-02,15,-0.0,1.0,0
user_00528,1,31.2,0.4105263157894737,0.4105263157894737,0.816,1,1,2025-12-02,15,-0.0,0.0,1
user_00529,1,14.7,0.3675,0.3675,0.174,1,1,2025-11-29,18,-0.0,0.0,1
user_00530,5,288.4,0.7977593255285156,0.6194444444444445,0.44966666666666666,5,5,2025-12-14,3,1.6094379124341005,0.0,1
user_00538,1,28.4,0.3053763440860215,0.3053763440860215,0.964,1,1,2025-12-04,13,-0.0,0.0,1
user_00541,1,0.0,0.0,0.0,0.178,1,1,2025-12-02,15,-0.0,0.0,1
user_00545,1,0.0,0.0,0.0,0.0,1,1,2025-11-19,28,-0.0,1.0,0
user_00553,2,110.6,1.14109268707483,1.14109268707483,0.49450000000000005,2,2,2025-12-16,1,0.6931471805599453,3.0,0
user_00554,1,0.0,0.0,0.0,0.477,1,1,2025-11-24,23,-0.0,0.0,1
user_00556,1,20.7,0.2274725274725274,0.2274725274725274,0.615,1,1,2025-12-07,10,-0.0,0.0,1
user_00557,1,31.9,0.3127450980392157,0.3127450980392157,0.738,1,1,2025-11-20,27,-0.0,0.0,1
user_00558,1,81.6,0.8079207920792079,0.8079207920792079,0.291,1,1,2025-12-10,7,-0.0,1.0,0
user_00561,1,61.9,1.3456521739130434,1.3456521739130434,0.611,1,1,2025-12-08,9,-0.0,1.0,0
user_00563,1,72.7,0.6109243697478992,0.6109243697478992,0.958,1,1,2025-11-20,27,-0.0,0.0,1
user_00567,3,94.6,1.266505681818182,1.266505681818182,0.3453333333333333,3,2,2025-12-17,0,0.6365141682948128,0.0,1
user_00568,1,17.6,0.1313432835820895,0.1313432835820895,0.258,1,1,2025-11-27,20,-0.0,0.0,1
user_00569,2,91.6,1.5782608695652172,1.5782608695652172,0.432,2,2,2025-12-06,11,0.6931471805599453,0.0,1
user_00571,1,65.8,0.6092592592592593,0.6092592592592593,0.951,1,1,2025-12-14,3,-0.0,0.0,1
user_00576,2,71.4,0.25339658444022767,0.25339658444022767,0.5095,2,2,2025-12-17,0,0.6931471805599453,0.0,1
user_00577,1,39.5,0.3464912280701754,0.3464912280701754,0.381,1,1,2025-11-28,19,-0.0,0.0,1
user_00581,2,52.5,0.4030555555555555,0.4030555555555555,0.6705,2,2,2025-12-08,9,0.6931471805599453,1.0,0
user_00583,1,112.2,1.1936170212765955,1.1936170212765955,0.284,1,1,2025-11-19,28,-0.0,0.0,1
user_00585,1,20.9,0.2943661971830986,0.2943661971830986,0.917,1,1,2025-11-26,21,-0.0,1.0,0
user_00593,1,51.0,0.8360655737704918,0.8360655737704918,0.0,1,1,2025-11-18,29,-0.0,0.0,1
user_00594,1,63.6,0.5256198347107438,0.5256198347107438,0.779,1,1,2025-12-08,9,-0.0,0.0,1
user_00595,1,31.4,0.3528089887640449,0.3528089887640449,0.7040000000000001,1,1,2025-11-19,28,-0.0,0.0,1
user_00596,2,110.6,0.7718239284613012,0.7718239284613012,0.11099999999999999,2,2,2025-12-17,0,0.6931471805599453,0.0,1
user_00598,1,29.1,1.2652173913043478,1.2652173913043478,0.473,1,1,2025-11-24,23,-0.0,0.0,1
user_00600,1,40.5,0.4602272727272727,0.4602272727272727,0.6779999999999999,1,1,2025-12-14,3,-0.0,0.0,1
user_00601,2,96.4,0.42281512605042015,0.42281512605042015,0.2465,2,2,2025-12-15,2,0.6931471805599453,0.0,1
user_00602,1,21.0,0.2470588235294117,0.2470588235294117,0.3929999999999999,1,1,2025-11-27,20,-0.0,0.0,1
user_00606,2,106.6,1.048216216216216,1.048216216216216,0.336,2,1,2025-12-03,14,-0.0,0.0,1
user_00611,2,102.5,1.653225806451613,1.653225806451613,0.8260000000000001,2,2,2025-12-12,5,0.6931471805599453,0.0,1
user_00618,1,0.0,0.0,0.0,0.006,1,1,2025-12-10,7,-0.0,1.0,0
user_00632,1,131.4,0.0,0.0,0.539,1,1,2025-12-01,16,-0.0,0.0,1
user_00639,1,31.4,0.3924999999999999,0.3924999999999999,0.34,1,1,2025-11-29,18,-0.0,0.0,1
user_00642,1,79.7,1.8113636363636365,1.8113636363636365,0.959,1,1,2025-12-11,6,-0.0,0.0,1
user_00645,1,21.9,0.2881578947368421,0.2881578947368421,0.013,1,1,2025-12-04,13,-0.0,1.0,0
user_00649,1,171.9,1.4445378151260504,1.4445378151260504,0.892,1,1,2025-12-09,8,-0.0,0.0,1
user_00654,2,301.7,0.1181818181818181,0.1181818181818181,0.317,2,2,2025-12-17,0,0.6931471805599453,0.0,1
user_00662,1,218.7,2.3516129032258064,2.3516129032258064,0.223,1,1,2025-12-16,1,-0.0,0.0,1
user_00667,1,26.0,0.2222222222222222,0.2222222222222222,0.191,1,1,2025-11-22,25,-0.0,0.0,1
user_00677,3,210.60000000000002,0.9443812233285916,0.9443812233285916,0.4203333333333334,3,3,2025-12-12,5,1.0986122886681096,0.0,1
user_00680,1,0.0,0.0,0.0,0.732,1,1,2025-11-22,25,-0.0,0.0,1
user_00681,1,31.0,0.4696969696969697,0.4696969696969697,0.5760000000000001,1,1,2025-11-28,19,-0.0,0.0,1
user_00685,1,92.2,1.617543859649123,1.617543859649123,0.296,1,1,2025-12-16,1,-0.0,0.0,1
user_00687,1,75.4,1.4226415094339624,1.4226415094339624,0.0,1,1,2025-12-10,7,-0.0,0.0,1
user_00688,1,48.7,1.0145833333333334,1.0145833333333334,0.97,1,1,2025-12-12,5,-0.0,0.0,1
user_00691,1,18.0,0.25,0.25,0.147,1,1,2025-11-25,22,-0.0,0.0,1
user_00694,3,263.20000000000005,1.2225979469483077,1.6287671232876713,0.6755,3,3,2025-11-27,20,1.0986122886681096,0.0,1
user_00698,1,0.0,0.0,0.0,0.437,1,1,2025-11-20,27,-0.0,0.0,1
user_00701,1,124.4,2.2214285714285715,2.2214285714285715,0.569,1,1,2025-11-19,28,-0.0,0.0,1
user_00705,1,75.1,1.472549019607843,1.472549019607843,0.0,1,1,2025-11-20,27,-0.0,1.0,0
user_00708,1,20.6,0.412,0.412,0.477,1,1,2025-12-01,16,-0.0,0.0,1
user_00709,1,68.2,0.8632911392405064,0.8632911392405064,0.623,1,1,2025-11-21,26,-0.0,0.0,1
user_00712,1,39.4,0.4426966292134831,0.4426966292134831,0.52,1,1,2025-11-27,20,-0.0,0.0,1
user_00714,1,134.6,1.7710526315789472,1.7710526315789472,0.498,1,1,2025-11-23,24,-0.0,0.0,1
user_00716,1,6.9,0.1352941176470588,0.1352941176470588,0.735,1,1,2025-12-15,2,-0.0,0.0,1
user_00720,2,91.0,0.9284210526315789,0.9284210526315789,0.40900000000000003,2,2,2025-12-10,7,0.6931471805599453,0.0,1
user_00727,1,45.0,1.2857142857142858,1.2857142857142858,0.108,1,1,2025-11-21,26,-0.0,0.0,1
user_00728,1,0.0,0.0,0.0,0.4379999999999999,1,1,2025-12-06,11,-0.0,0.0,1
user_00735,1,41.4,0.646875,0.646875,0.345,1,1,2025-12-10,7,-0.0,0.0,1
user_00741,1,39.2,0.3469026548672567,0.3469026548672567,0.148,1,1,2025-11-24,23,-0.0,0.0,1
user_00742,1,29.3,0.0667425968109339,0.0667425968109339,0.237,1,1,2025-12-06,11,-0.0,0.0,1
user_00743,1,65.1,0.6575757575757575,0.6575757575757575,0.5479999999999999,1,1,2025-11-22,25,-0.0,0.0,1
user_00745,1,87.6,2.5028571428571427,2.5028571428571427,0.18,1,1,2025-11-18,29,-0.0,1.0,0
user_00748,1,34.2,0.3489795918367347,0.3489795918367347,0.77,1,1,2025-12-16,1,-0.0,0.0,1
user_00751,1,65.6,0.9791044776119402,0.9791044776119402,0.979,1,1,2025-12-11,6,-0.0,0.0,1
user_00752,2,130.6,0.7652777777777777,0.7652777777777777,0.284,2,2,2025-12-17,0,0.6931471805599453,0.0,1
user_00755,1,85.5,0.7370689655172413,0.7370689655172413,0.29,1,1,2025-12-04,13,-0.0,0.0,1
